Datetime,Open,High,Low,Close,Adj Close,Volume
2019-01-02 09:30:00-05:00,306.9700012207031,310.69000244140625,298.8299865722656,304.20001220703125,304.20001220703125,4906648
2019-01-02 10:30:00-05:00,304.2720947265625,308.32000732421875,303.010009765625,307.4049987792969,307.4049987792969,1478382
2019-01-02 11:30:00-05:00,307.29998779296875,312.7314147949219,307.1000061035156,308.4700012207031,308.4700012207031,1539031
2019-01-02 12:30:00-05:00,308.494384765625,311.3299865722656,308.4599914550781,310.4800109863281,310.4800109863281,742771
2019-01-02 13:30:00-05:00,310.489990234375,315.1300048828125,309.760009765625,313.32000732421875,313.32000732421875,1091549
2019-01-02 14:30:00-05:00,313.2799987792969,314.3399963378906,308.3500061035156,309.1099853515625,309.1099853515625,967910
2019-01-02 15:30:00-05:00,309.0,310.3699951171875,308.4549865722656,310.1000061035156,310.1000061035156,730770
2019-01-03 09:30:00-05:00,307.989990234375,309.3999938964844,300.2799987792969,300.2799987792969,300.2799987792969,1969129
2019-01-03 10:30:00-05:00,300.2698059082031,306.4800109863281,297.3900146484375,303.224609375,303.224609375,1764033
2019-01-03 11:30:00-05:00,303.510009765625,306.0199890136719,301.3200988769531,302.0,302.0,717240
2019-01-03 12:30:00-05:00,302.07000732421875,302.92999267578125,300.2099914550781,300.6099853515625,300.6099853515625,464781
2019-01-03 13:30:00-05:00,300.6400146484375,301.54998779296875,299.0799865722656,301.54998779296875,301.54998779296875,604457
2019-01-03 14:30:00-05:00,301.59991455078125,303.1600036621094,299.6199951171875,301.92999267578125,301.92999267578125,663137
2019-01-03 15:30:00-05:00,301.8299865722656,303.9314880371094,300.29998779296875,300.35009765625,300.35009765625,652104
2019-01-04 09:30:00-05:00,306.4800109863281,311.8999938964844,303.0,311.2099914550781,311.2099914550781,1887959
2019-01-04 10:30:00-05:00,311.489990234375,312.6700134277344,308.31939697265625,311.1817932128906,311.1817932128906,1339214
2019-01-04 11:30:00-05:00,311.2200012207031,313.79998779296875,308.6357116699219,313.1099853515625,313.1099853515625,1066134
2019-01-04 12:30:00-05:00,313.30999755859375,316.9100036621094,313.0299987792969,315.989990234375,315.989990234375,821634
2019-01-04 13:30:00-05:00,315.989990234375,316.8599853515625,312.3399963378906,314.81500244140625,314.81500244140625,736616
2019-01-04 14:30:00-05:00,314.79998779296875,317.04998779296875,314.3599853515625,316.0,316.0,646510
2019-01-04 15:30:00-05:00,315.9599914550781,318.0,315.19000244140625,317.69000244140625,317.69000244140625,693657
2019-01-07 09:30:00-05:00,321.5,328.68499755859375,318.0,328.68499755859375,328.68499755859375,1811370
2019-01-07 10:30:00-05:00,328.75,335.19000244140625,328.0,330.0862121582031,330.0862121582031,1682152
2019-01-07 11:30:00-05:00,330.3900146484375,333.20001220703125,329.49688720703125,331.19000244140625,331.19000244140625,861001
2019-01-07 12:30:00-05:00,331.0,336.70001220703125,330.4599914550781,335.3299865722656,335.3299865722656,1072155
2019-01-07 13:30:00-05:00,335.3500061035156,336.0,331.6300964355469,332.1044921875,332.1044921875,625526
2019-01-07 14:30:00-05:00,332.0801086425781,334.8399963378906,331.3399963378906,334.6700134277344,334.6700134277344,597403
2019-01-07 15:30:00-05:00,334.7799987792969,335.5,333.6499938964844,334.8299865722656,334.8299865722656,738618
2019-01-08 09:30:00-05:00,341.7099914550781,344.0,332.5899963378906,332.8299865722656,332.8299865722656,2730113
2019-01-08 10:30:00-05:00,332.51190185546875,332.51190185546875,327.1400146484375,328.760009765625,328.760009765625,1261188
2019-01-08 11:30:00-05:00,328.2467956542969,335.989990234375,327.75,335.0841064453125,335.0841064453125,880318
2019-01-08 12:30:00-05:00,334.79998779296875,335.4100036621094,333.3599853515625,334.44000244140625,334.44000244140625,505552
2019-01-08 13:30:00-05:00,334.4700012207031,336.69000244140625,333.42999267578125,335.6199951171875,335.6199951171875,475982
2019-01-08 14:30:00-05:00,335.82720947265625,336.8800048828125,333.3699951171875,335.2099914550781,335.2099914550781,478596
2019-01-08 15:30:00-05:00,335.32000732421875,335.6099853515625,334.7300109863281,335.32000732421875,335.32000732421875,517592
2019-01-09 09:30:00-05:00,335.9200134277344,341.0199890136719,331.4700012207031,338.2817077636719,338.2817077636719,1437056
2019-01-09 10:30:00-05:00,338.24951171875,338.6000061035156,335.1199951171875,338.1099853515625,338.1099853515625,652776
2019-01-09 11:30:00-05:00,338.0,341.05999755859375,337.09478759765625,340.92999267578125,340.92999267578125,802012
2019-01-09 12:30:00-05:00,341.0,343.5,340.5199890136719,342.6369934082031,342.6369934082031,959619
2019-01-09 13:30:00-05:00,342.7699890136719,343.1600036621094,339.7950134277344,340.3500061035156,340.3500061035156,515285
2019-01-09 14:30:00-05:00,340.1300048828125,341.8299865722656,339.3057861328125,340.6000061035156,340.6000061035156,434907
